reporting_unit,contest,candidate,votes,county,ctv,municipality
TOWN OF THORNAPPLE,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,THORNAPPLE
TOWN OF THORNAPPLE,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,THORNAPPLE
TOWN OF THORNAPPLE,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,THORNAPPLE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,52,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,120,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,CLAUDIE DE LA CRUZ / KARINA GARCIA,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,TRUE
TOWN OF TRUE,PRESIDENT / VICE PRESIDENT,SCATTERING,0,RUSK,T,TRUE
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,105,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE,165,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,1,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,CLAUDIE DE LA CRUZ / KARINA GARCIA,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,CORNEL WEST / MELINA ABDULLAH,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,ROBERT F. KENNEDY JR. / NICOLE SHANAHAN,1,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,PETER SONSKI / LAUREN ONAK,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,CHERUNDA LYNN FOX,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,BRIAN KIENITZ,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY,0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR.",0,RUSK,T,WASHINGTON
TOWN OF WASHINGTON,PRESIDENT / VICE PRESIDENT,SCATTERING,1,RUSK,T,WASHINGTON
TOWN OF WILKINSON,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ,9,RUSK,T,WILKINSON
