reporting_unit,contest,candidate,votes,county,ctv,municipality
CITY OF JANESVILLE WARD 14,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1405,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 14,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1255,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 15,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1982,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 15,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1812,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 16,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1767,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 16,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1552,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 17,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,635,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 17,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,576,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 18,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1276,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 18,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1179,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 19,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1330,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 19,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1240,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 20,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,597,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 20,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,563,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 21,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,805,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 21,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,711,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 22,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1147,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 22,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1044,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 23,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,729,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 23,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,678,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 24,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,657,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 24,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,583,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 25,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,3,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 25,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,4,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 26,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1679,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 26,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1582,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 27,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1490,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 27,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1351,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 28,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1141,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 28,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1056,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 29,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,607,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 29,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,570,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 30,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1218,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 30,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1126,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 31,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1182,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 31,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1085,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 32,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,801,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 32,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,750,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 33,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1490,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 33,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1412,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 34,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1365,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 34,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1304,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 35,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,566,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 35,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,564,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 36,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,294,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 36,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,277,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 37,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,2,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 37,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,2,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 38,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,0,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 38,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1,ROCK,C,JANESVILLE 
CITY OF MILTON,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,3601,ROCK,C,MILTON
CITY OF MILTON,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,3458,ROCK,C,MILTON
TOWN OF AVON,PRESIDENT / VICE PRESIDENT,KAMALA D. HARRIS / TIM WALZ,109,ROCK,T,AVON
TOWN OF AVON,PRESIDENT / VICE PRESIDENT,DONALD J. TRUMP / JD VANCE,256,ROCK,T,AVON
TOWN OF AVON,PRESIDENT / VICE PRESIDENT,RANDALL TERRY / STEPHEN BRODEN,0,ROCK,T,AVON
TOWN OF AVON,PRESIDENT / VICE PRESIDENT,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,ROCK,T,AVON
TOWN OF AVON,PRESIDENT / VICE PRESIDENT,JILL STEIN / RUDOLPH WARE,1,ROCK,T,AVON
