candidate,contest,reporting_unit,votes,county,ctv,municipality
PHIL ANDERSON,11) UNITED STATES SENATOR,T CASSIAN W 1-2,40,ONEIDA,T,CASSIAN
PHIL ANDERSON,11) UNITED STATES SENATOR,T CRESCENT W 1-3,14,ONEIDA,T,CRESCENT
PHIL ANDERSON,11) UNITED STATES SENATOR,T ENTERPRISE W 1,2,ONEIDA,T,ENTERPRISE
PHIL ANDERSON,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,6,ONEIDA,T,HAZELHURST
PHIL ANDERSON,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,1,ONEIDA,T,LAKE TOMAHAWK
PHIL ANDERSON,11) UNITED STATES SENATOR,T LITTLE RICE W 1,2,ONEIDA,T,LITTLE RICE
PHIL ANDERSON,11) UNITED STATES SENATOR,T LYNNE W 1,1,ONEIDA,T,LYNNE
PHIL ANDERSON,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,38,ONEIDA,T,MINOCQUA
PHIL ANDERSON,11) UNITED STATES SENATOR,T MONICO W 1,1,ONEIDA,T,MONICO
PHIL ANDERSON,11) UNITED STATES SENATOR,T NEWBOLD W 1,5,ONEIDA,T,NEWBOLD
PHIL ANDERSON,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,16,ONEIDA,T,NEWBOLD
PHIL ANDERSON,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,4,ONEIDA,T,NOKOMIS
PHIL ANDERSON,11) UNITED STATES SENATOR,T PELICAN W 1- 4,19,ONEIDA,T,PELICAN
PHIL ANDERSON,11) UNITED STATES SENATOR,T PIEHL W 1,1,ONEIDA,T,PIEHL
PHIL ANDERSON,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,25,ONEIDA,T,PINE LAKE
PHIL ANDERSON,11) UNITED STATES SENATOR,T SCHOEPKE W 1,2,ONEIDA,T,SCHOEPKE
PHIL ANDERSON,11) UNITED STATES SENATOR,T STELLA W 1-2,5,ONEIDA,T,STELLA
PHIL ANDERSON,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,13,ONEIDA,T,SUGAR CAMP
PHIL ANDERSON,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,23,ONEIDA,T,THREE LAKES
PHIL ANDERSON,11) UNITED STATES SENATOR,T WOODBORO W 1,7,ONEIDA,T,WOODBORO
PHIL ANDERSON,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,15,ONEIDA,T,WOODRUFF
PHIL ANDERSON,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,76,ONEIDA,C,RHINELANDER
THOMAS LEAGER,11) UNITED STATES SENATOR,T CASSIAN W 1-2,4,ONEIDA,T,CASSIAN
THOMAS LEAGER,11) UNITED STATES SENATOR,T CRESCENT W 1-3,15,ONEIDA,T,CRESCENT
THOMAS LEAGER,11) UNITED STATES SENATOR,T ENTERPRISE W 1,5,ONEIDA,T,ENTERPRISE
THOMAS LEAGER,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,6,ONEIDA,T,HAZELHURST
THOMAS LEAGER,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,4,ONEIDA,T,LAKE TOMAHAWK
THOMAS LEAGER,11) UNITED STATES SENATOR,T LITTLE RICE W 1,3,ONEIDA,T,LITTLE RICE
THOMAS LEAGER,11) UNITED STATES SENATOR,T LYNNE W 1,0,ONEIDA,T,LYNNE
THOMAS LEAGER,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,18,ONEIDA,T,MINOCQUA
THOMAS LEAGER,11) UNITED STATES SENATOR,T MONICO W 1,6,ONEIDA,T,MONICO
THOMAS LEAGER,11) UNITED STATES SENATOR,T NEWBOLD W 1,1,ONEIDA,T,NEWBOLD
THOMAS LEAGER,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,9,ONEIDA,T,NEWBOLD
THOMAS LEAGER,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,5,ONEIDA,T,NOKOMIS
THOMAS LEAGER,11) UNITED STATES SENATOR,T PELICAN W 1- 4,19,ONEIDA,T,PELICAN
THOMAS LEAGER,11) UNITED STATES SENATOR,T PIEHL W 1,2,ONEIDA,T,PIEHL
THOMAS LEAGER,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,10,ONEIDA,T,PINE LAKE
THOMAS LEAGER,11) UNITED STATES SENATOR,T SCHOEPKE W 1,6,ONEIDA,T,SCHOEPKE
THOMAS LEAGER,11) UNITED STATES SENATOR,T STELLA W 1-2,3,ONEIDA,T,STELLA
THOMAS LEAGER,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,7,ONEIDA,T,SUGAR CAMP
THOMAS LEAGER,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,13,ONEIDA,T,THREE LAKES
THOMAS LEAGER,11) UNITED STATES SENATOR,T WOODBORO W 1,4,ONEIDA,T,WOODBORO
THOMAS LEAGER,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,9,ONEIDA,T,WOODRUFF
THOMAS LEAGER,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,54,ONEIDA,C,RHINELANDER
JOHN SCHIESS,11) UNITED STATES SENATOR,T CASSIAN W 1-2,0,ONEIDA,T,CASSIAN
JOHN SCHIESS,11) UNITED STATES SENATOR,T CRESCENT W 1-3,0,ONEIDA,T,CRESCENT
JOHN SCHIESS,11) UNITED STATES SENATOR,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
JOHN SCHIESS,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
JOHN SCHIESS,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,0,ONEIDA,T,LAKE TOMAHAWK
JOHN SCHIESS,11) UNITED STATES SENATOR,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
JOHN SCHIESS,11) UNITED STATES SENATOR,T LYNNE W 1,0,ONEIDA,T,LYNNE
JOHN SCHIESS,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
JOHN SCHIESS,11) UNITED STATES SENATOR,T MONICO W 1,0,ONEIDA,T,MONICO
JOHN SCHIESS,11) UNITED STATES SENATOR,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
JOHN SCHIESS,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
JOHN SCHIESS,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,1,ONEIDA,T,NOKOMIS
JOHN SCHIESS,11) UNITED STATES SENATOR,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
JOHN SCHIESS,11) UNITED STATES SENATOR,T PIEHL W 1,0,ONEIDA,T,PIEHL
JOHN SCHIESS,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
JOHN SCHIESS,11) UNITED STATES SENATOR,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
JOHN SCHIESS,11) UNITED STATES SENATOR,T STELLA W 1-2,0,ONEIDA,T,STELLA
JOHN SCHIESS,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
JOHN SCHIESS,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
JOHN SCHIESS,11) UNITED STATES SENATOR,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
JOHN SCHIESS,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
JOHN SCHIESS,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
SCATTERING,11) UNITED STATES SENATOR,T CASSIAN W 1-2,3,ONEIDA,T,CASSIAN
SCATTERING,11) UNITED STATES SENATOR,T CRESCENT W 1-3,1,ONEIDA,T,CRESCENT
SCATTERING,11) UNITED STATES SENATOR,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
SCATTERING,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,1,ONEIDA,T,HAZELHURST
SCATTERING,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,1,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,11) UNITED STATES SENATOR,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
SCATTERING,11) UNITED STATES SENATOR,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,3,ONEIDA,T,MINOCQUA
SCATTERING,11) UNITED STATES SENATOR,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,11) UNITED STATES SENATOR,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
SCATTERING,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
SCATTERING,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
SCATTERING,11) UNITED STATES SENATOR,T PELICAN W 1- 4,1,ONEIDA,T,PELICAN
SCATTERING,11) UNITED STATES SENATOR,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
SCATTERING,11) UNITED STATES SENATOR,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
SCATTERING,11) UNITED STATES SENATOR,T STELLA W 1-2,0,ONEIDA,T,STELLA
SCATTERING,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,1,ONEIDA,T,SUGAR CAMP
SCATTERING,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
SCATTERING,11) UNITED STATES SENATOR,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
SCATTERING,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
SCATTERING,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,2,ONEIDA,C,RHINELANDER
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T CASSIAN W 1-2,271,ONEIDA,T,CASSIAN
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T CRESCENT W 1-3,560,ONEIDA,T,CRESCENT
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T ENTERPRISE W 1,58,ONEIDA,T,ENTERPRISE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T HAZELHURST W 1-2,362,ONEIDA,T,HAZELHURST
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T LAKE TOMAHAWK W 1-2,278,ONEIDA,T,LAKE TOMAHAWK
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T LITTLE RICE W 1,77,ONEIDA,T,LITTLE RICE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T LYNNE W 1,36,ONEIDA,T,LYNNE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T MINOCQUA W 1-7,1264,ONEIDA,T,MINOCQUA
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T MONICO W 1,39,ONEIDA,T,MONICO
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 1,85,ONEIDA,T,NEWBOLD
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 2-4,688,ONEIDA,T,NEWBOLD
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T NOKOMIS W 1-2,367,ONEIDA,T,NOKOMIS
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T PELICAN W 1- 4,704,ONEIDA,T,PELICAN
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T PIEHL W 1,18,ONEIDA,T,PIEHL
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T PINE LAKE W 1-4,688,ONEIDA,T,PINE LAKE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T SCHOEPKE W 1,105,ONEIDA,T,SCHOEPKE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T STELLA W 1-2,165,ONEIDA,T,STELLA
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T SUGAR CAMP W 1-2,415,ONEIDA,T,SUGAR CAMP
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T THREE LAKES W 1-4,557,ONEIDA,T,THREE LAKES
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T WOODBORO W 1,203,ONEIDA,T,WOODBORO
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T WOODRUFF W 1-3,547,ONEIDA,T,WOODRUFF
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,C RHINELANDER W 1-17,1830,ONEIDA,C,RHINELANDER
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T CASSIAN W 1-2,527,ONEIDA,T,CASSIAN
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T CRESCENT W 1-3,825,ONEIDA,T,CRESCENT
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T ENTERPRISE W 1,189,ONEIDA,T,ENTERPRISE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T HAZELHURST W 1-2,561,ONEIDA,T,HAZELHURST
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T LAKE TOMAHAWK W 1-2,483,ONEIDA,T,LAKE TOMAHAWK
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T LITTLE RICE W 1,190,ONEIDA,T,LITTLE RICE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T LYNNE W 1,72,ONEIDA,T,LYNNE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T MINOCQUA W 1-7,2296,ONEIDA,T,MINOCQUA
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T MONICO W 1,142,ONEIDA,T,MONICO
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 1,195,ONEIDA,T,NEWBOLD
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 2-4,997,ONEIDA,T,NEWBOLD
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T NOKOMIS W 1-2,674,ONEIDA,T,NOKOMIS
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T PELICAN W 1- 4,1027,ONEIDA,T,PELICAN
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T PIEHL W 1,30,ONEIDA,T,PIEHL
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T PINE LAKE W 1-4,1025,ONEIDA,T,PINE LAKE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T SCHOEPKE W 1,191,ONEIDA,T,SCHOEPKE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T STELLA W 1-2,238,ONEIDA,T,STELLA
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T SUGAR CAMP W 1-2,890,ONEIDA,T,SUGAR CAMP
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T THREE LAKES W 1-4,1241,ONEIDA,T,THREE LAKES
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T WOODBORO W 1,390,ONEIDA,T,WOODBORO
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T WOODRUFF W 1-3,847,ONEIDA,T,WOODRUFF
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,C RHINELANDER W 1-17,1931,ONEIDA,C,RHINELANDER
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T CASSIAN W 1-2,2,ONEIDA,T,CASSIAN
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T CRESCENT W 1-3,1,ONEIDA,T,CRESCENT
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T HAZELHURST W 1-2,1,ONEIDA,T,HAZELHURST
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T LAKE TOMAHAWK W 1-2,1,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T MINOCQUA W 1-7,5,ONEIDA,T,MINOCQUA
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 2-4,2,ONEIDA,T,NEWBOLD
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T NOKOMIS W 1-2,1,ONEIDA,T,NOKOMIS
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T PELICAN W 1- 4,3,ONEIDA,T,PELICAN
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T SCHOEPKE W 1,1,ONEIDA,T,SCHOEPKE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T STELLA W 1-2,0,ONEIDA,T,STELLA
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T THREE LAKES W 1-4,2,ONEIDA,T,THREE LAKES
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T WOODRUFF W 1-3,2,ONEIDA,T,WOODRUFF
SCATTERING,12) REP IN CONGRESS DISTRICT 7,C RHINELANDER W 1-17,4,ONEIDA,C,RHINELANDER
ANDI RICH,13) STATE SENATOR DISTRICT 12,T CASSIAN W 1-2,262,ONEIDA,T,CASSIAN
ANDI RICH,13) STATE SENATOR DISTRICT 12,T CRESCENT W 1-3,512,ONEIDA,T,CRESCENT
ANDI RICH,13) STATE SENATOR DISTRICT 12,T ENTERPRISE W 1,62,ONEIDA,T,ENTERPRISE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T HAZELHURST W 1-2,366,ONEIDA,T,HAZELHURST
ANDI RICH,13) STATE SENATOR DISTRICT 12,T LAKE TOMAHAWK W 1-2,266,ONEIDA,T,LAKE TOMAHAWK
ANDI RICH,13) STATE SENATOR DISTRICT 12,T LITTLE RICE W 1,74,ONEIDA,T,LITTLE RICE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T LYNNE W 1,29,ONEIDA,T,LYNNE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T MINOCQUA W 1-7,1229,ONEIDA,T,MINOCQUA
ANDI RICH,13) STATE SENATOR DISTRICT 12,T MONICO W 1,42,ONEIDA,T,MONICO
ANDI RICH,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 1,84,ONEIDA,T,NEWBOLD
ANDI RICH,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 2-4,660,ONEIDA,T,NEWBOLD
ANDI RICH,13) STATE SENATOR DISTRICT 12,T NOKOMIS W 1-2,344,ONEIDA,T,NOKOMIS
ANDI RICH,13) STATE SENATOR DISTRICT 12,T PELICAN W 1- 4,690,ONEIDA,T,PELICAN
ANDI RICH,13) STATE SENATOR DISTRICT 12,T PIEHL W 1,16,ONEIDA,T,PIEHL
ANDI RICH,13) STATE SENATOR DISTRICT 12,T PINE LAKE W 1-4,676,ONEIDA,T,PINE LAKE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T SCHOEPKE W 1,101,ONEIDA,T,SCHOEPKE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T STELLA W 1-2,153,ONEIDA,T,STELLA
ANDI RICH,13) STATE SENATOR DISTRICT 12,T SUGAR CAMP W 1-2,390,ONEIDA,T,SUGAR CAMP
ANDI RICH,13) STATE SENATOR DISTRICT 12,T THREE LAKES W 1-4,562,ONEIDA,T,THREE LAKES
ANDI RICH,13) STATE SENATOR DISTRICT 12,T WOODBORO W 1,179,ONEIDA,T,WOODBORO
ANDI RICH,13) STATE SENATOR DISTRICT 12,T WOODRUFF W 1-3,526,ONEIDA,T,WOODRUFF
ANDI RICH,13) STATE SENATOR DISTRICT 12,C RHINELANDER W 1-17,1770,ONEIDA,C,RHINELANDER
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T CASSIAN W 1-2,519,ONEIDA,T,CASSIAN
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T CRESCENT W 1-3,852,ONEIDA,T,CRESCENT
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T ENTERPRISE W 1,184,ONEIDA,T,ENTERPRISE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T HAZELHURST W 1-2,565,ONEIDA,T,HAZELHURST
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T LAKE TOMAHAWK W 1-2,496,ONEIDA,T,LAKE TOMAHAWK
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T LITTLE RICE W 1,195,ONEIDA,T,LITTLE RICE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T LYNNE W 1,83,ONEIDA,T,LYNNE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T MINOCQUA W 1-7,2307,ONEIDA,T,MINOCQUA
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T MONICO W 1,134,ONEIDA,T,MONICO
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 1,193,ONEIDA,T,NEWBOLD
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 2-4,1010,ONEIDA,T,NEWBOLD
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T NOKOMIS W 1-2,686,ONEIDA,T,NOKOMIS
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T PELICAN W 1- 4,1012,ONEIDA,T,PELICAN
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T PIEHL W 1,32,ONEIDA,T,PIEHL
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T PINE LAKE W 1-4,1009,ONEIDA,T,PINE LAKE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T SCHOEPKE W 1,186,ONEIDA,T,SCHOEPKE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T STELLA W 1-2,238,ONEIDA,T,STELLA
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T SUGAR CAMP W 1-2,901,ONEIDA,T,SUGAR CAMP
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T THREE LAKES W 1-4,1226,ONEIDA,T,THREE LAKES
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T WOODBORO W 1,412,ONEIDA,T,WOODBORO
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T WOODRUFF W 1-3,849,ONEIDA,T,WOODRUFF
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,C RHINELANDER W 1-17,1941,ONEIDA,C,RHINELANDER
SCATTERING,13) STATE SENATOR DISTRICT 12,T CASSIAN W 1-2,4,ONEIDA,T,CASSIAN
SCATTERING,13) STATE SENATOR DISTRICT 12,T CRESCENT W 1-3,1,ONEIDA,T,CRESCENT
SCATTERING,13) STATE SENATOR DISTRICT 12,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
SCATTERING,13) STATE SENATOR DISTRICT 12,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
SCATTERING,13) STATE SENATOR DISTRICT 12,T LAKE TOMAHAWK W 1-2,1,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,13) STATE SENATOR DISTRICT 12,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
SCATTERING,13) STATE SENATOR DISTRICT 12,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,13) STATE SENATOR DISTRICT 12,T MINOCQUA W 1-7,1,ONEIDA,T,MINOCQUA
SCATTERING,13) STATE SENATOR DISTRICT 12,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
SCATTERING,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 2-4,1,ONEIDA,T,NEWBOLD
SCATTERING,13) STATE SENATOR DISTRICT 12,T NOKOMIS W 1-2,1,ONEIDA,T,NOKOMIS
SCATTERING,13) STATE SENATOR DISTRICT 12,T PELICAN W 1- 4,1,ONEIDA,T,PELICAN
SCATTERING,13) STATE SENATOR DISTRICT 12,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,13) STATE SENATOR DISTRICT 12,T PINE LAKE W 1-4,1,ONEIDA,T,PINE LAKE
SCATTERING,13) STATE SENATOR DISTRICT 12,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
SCATTERING,13) STATE SENATOR DISTRICT 12,T STELLA W 1-2,0,ONEIDA,T,STELLA
SCATTERING,13) STATE SENATOR DISTRICT 12,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
SCATTERING,13) STATE SENATOR DISTRICT 12,T THREE LAKES W 1-4,2,ONEIDA,T,THREE LAKES
SCATTERING,13) STATE SENATOR DISTRICT 12,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
SCATTERING,13) STATE SENATOR DISTRICT 12,T WOODRUFF W 1-3,2,ONEIDA,T,WOODRUFF
SCATTERING,13) STATE SENATOR DISTRICT 12,C RHINELANDER W 1-17,7,ONEIDA,C,RHINELANDER
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T CASSIAN W 1-2,262,ONEIDA,T,CASSIAN
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T CRESCENT W 1-3,516,ONEIDA,T,CRESCENT
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T ENTERPRISE W 1,54,ONEIDA,T,ENTERPRISE
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T HAZELHURST W 1-2,366,ONEIDA,T,HAZELHURST
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T LAKE TOMAHAWK W 1-2,269,ONEIDA,T,LAKE TOMAHAWK
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T LITTLE RICE W 1,85,ONEIDA,T,LITTLE RICE
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T LYNNE W 1,32,ONEIDA,T,LYNNE
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T MINOCQUA W 1-7,1217,ONEIDA,T,MINOCQUA
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T MONICO W 1,40,ONEIDA,T,MONICO
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T NEWBOLD W 1,85,ONEIDA,T,NEWBOLD
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T NEWBOLD W 2-4,669,ONEIDA,T,NEWBOLD
DENNIS NITZEL SR.,14) REP TO ASSEMBLY DISTRICT #34,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
