rep_unit_2024,pop_per_sq_mi,pop,pop_hisp,pop_white,pop_black,pop_asian,pop_aian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_asian,vap_aian,vap_nhpi,vap_other,vap_two
GRANT - TOWN OF HAZEL GREEN WARDS 1-2,30.914908527222146,1084,19,1038,6,3,4,1,11,2,888,14,858,2,3,3,0,8,0
GRANT - TOWN OF HICKORY GROVE WARD 1,15.671928382589154,568,11,548,3,1,4,0,1,0,352,8,339,1,1,3,0,0,0
GRANT - TOWN OF JAMESTOWN WARDS 1-3,72.23858767600609,2181,28,2128,9,3,8,1,4,0,1668,20,1638,0,3,6,0,1,0
GRANT - TOWN OF LIBERTY WARD 1,14.894049966561326,543,8,522,4,2,2,0,5,0,413,7,397,1,1,2,0,5,0
GRANT - TOWN OF LIMA WARD 1,21.183888683521737,771,13,732,7,1,8,0,10,0,561,3,538,7,0,3,0,10,0
GRANT - TOWN OF LITTLE GRANT WARD 1,8.72435996366875,314,3,307,0,1,1,0,2,0,215,3,210,0,1,0,0,1,0
GRANT - TOWN OF MARION WARD 1,17.77115660703355,629,18,594,4,0,5,1,7,0,442,11,423,0,0,3,0,5,0
GRANT - TOWN OF MILLVILLE WARD 1,6.04344806838767,127,2,120,0,0,5,0,0,0,111,1,105,0,0,5,0,0,0
GRANT - TOWN OF MOUNT HOPE WARD 1,9.461251863384376,282,10,266,0,1,1,0,4,0,201,7,192,0,1,1,0,0,0
GRANT - TOWN OF MOUNT IDA WARD 1,15.479243301320516,561,19,530,0,3,5,0,2,2,413,14,394,0,2,2,0,0,1
GRANT - TOWN OF MUSCODA WARD 1,22.782158402775284,754,2,727,5,3,9,1,7,0,567,1,544,3,3,8,1,7,0
GRANT - TOWN OF NORTH LANCASTER WARDS 1-2,16.16082030053517,581,24,543,4,3,3,1,3,0,432,16,408,2,1,2,1,2,0
GRANT - TOWN OF PARIS WARDS 1-2,17.759565344392794,609,4,592,1,6,4,0,2,0,480,2,468,0,5,3,0,2,0
GRANT - TOWN OF PATCH GROVE WARD 1,11.051853632515822,364,28,323,0,4,4,0,5,0,267,20,236,0,2,4,0,5,0
GRANT - TOWN OF PLATTEVILLE WARD 1,89.61832403850909,557,10,520,1,17,4,0,4,1,409,4,392,0,8,4,0,1,0
GRANT - TOWN OF PLATTEVILLE WARD 2,40.11993744712629,956,28,874,15,18,5,0,16,0,718,19,664,5,15,3,0,12,0
GRANT - TOWN OF POTOSI WARDS 1-2,19.6112353726363,902,12,873,6,2,5,0,3,1,712,6,697,4,2,1,0,2,0
GRANT - TOWN OF SMELSER WARDS 1-2,22.408817646976864,786,3,763,0,1,11,0,7,1,603,2,587,0,1,8,0,5,0
GRANT - TOWN OF SOUTH LANCASTER WARDS 1-3,26.18911118243844,884,15,850,4,3,6,1,4,1,682,11,656,2,3,5,1,4,0
GRANT - TOWN OF WATERLOO WARD 1,14.507524763279273,552,6,530,1,3,8,0,4,0,433,2,421,1,1,7,0,1,0
GRANT - TOWN OF WATTERSTOWN WARDS 1-2,13.517271116801554,372,6,357,2,0,4,1,0,2,271,0,266,2,0,2,0,0,1
GRANT - TOWN OF WINGVILLE WARD 1,10.668548463376762,378,24,347,0,1,4,0,2,0,273,19,248,0,1,3,0,2,0
GRANT - TOWN OF WOODMAN WARD 1,5.90434229478965,158,3,154,0,0,1,0,0,0,120,2,117,0,0,1,0,0,0
GRANT - TOWN OF WYALUSING WARD 1,8.497093709124306,336,12,313,1,1,8,0,1,0,260,11,243,0,1,4,0,1,0
GRANT - VILLAGE OF BAGLEY WARD 1,482.7647980384711,356,10,324,6,0,13,0,3,0,289,8,263,3,0,12,0,3,0
GRANT - VILLAGE OF BLOOMINGTON WARD 1,587.5771604360082,741,8,715,9,3,4,0,2,0,543,5,527,4,2,3,0,2,0
GRANT - VILLAGE OF BLUE RIVER WARD 1,504.53812620132817,457,21,396,15,4,14,0,7,0,355,8,322,3,4,11,0,7,0
GRANT - VILLAGE OF CASSVILLE WARDS 1-2,734.9283492074508,737,9,698,2,4,11,0,12,1,614,4,589,2,3,9,0,6,1
GRANT - VILLAGE OF DICKEYVILLE WARDS 1-2,718.2083555734438,1061,10,1025,13,8,5,0,0,0,872,7,846,8,8,3,0,0,0
GRANT - VILLAGE OF HAZEL GREEN WARDS 1-2,942.7897750449084,1151,26,1101,1,5,8,0,8,2,883,15,852,0,3,8,0,4,1
GRANT - VILLAGE OF LIVINGSTON WARD 1,754.5119814243704,625,3,607,7,3,1,0,4,0,468,0,458,4,1,1,0,4,0
GRANT - VILLAGE OF MONTFORT WARD 1,1211.2136800452286,633,32,578,10,5,5,0,3,0,460,18,433,1,3,2,0,3,0
GRANT - VILLAGE OF MOUNT HOPE WARD 1,778.2881424372932,215,5,200,2,0,3,0,5,0,156,5,142,2,0,3,0,4,0
GRANT - VILLAGE OF MUSCODA WARDS 1-2,1155.7032074751376,1245,25,1173,9,3,25,0,9,1,969,15,916,8,2,18,0,9,1
GRANT - VILLAGE OF PATCH GROVE WARD 1,530.4223661239884,201,18,166,8,1,7,0,1,0,154,10,134,2,1,6,0,1,0
GRANT - VILLAGE OF POTOSI WARD 1,350.2730959288343,580,1,566,5,0,4,0,4,0,486,1,477,2,0,3,0,3,0
GRANT - VILLAGE OF TENNYSON WARD 1,754.530977789428,325,3,311,2,5,2,0,2,0,253,2,241,1,5,2,0,2,0
GRANT - VILLAGE OF WOODMAN WARD 1,474.6076020770563,118,10,106,1,0,0,0,1,0,92,8,82,1,0,0,0,1,0
GREEN - CITY OF BRODHEAD WARDS 1-6,1945.6190707462197,3178,172,2856,42,13,35,2,52,6,2414,94,2222,17,6,28,2,42,3
GREEN - CITY OF MONROE WARDS 1-10,1865.137613490208,10724,810,9420,122,105,130,3,111,23,8452,472,7668,67,72,88,3,73,9
GREEN - TOWN OF ADAMS WARD 1,14.968897994750971,540,4,511,4,5,6,0,9,1,429,4,410,0,5,4,0,6,0
GREEN - TOWN OF ALBANY WARDS 1-2,35.11174386895073,1189,23,1125,6,8,11,0,16,0,933,8,892,3,4,11,0,15,0
GREEN - TOWN OF BROOKLYN WARDS 1-3,31.409606249867885,1108,14,1056,11,11,2,1,13,0,898,7,859,9,7,2,1,13,0
GREEN - TOWN OF CADIZ WARD 1,20.671341845951257,747,10,689,5,3,18,0,18,4,613,6,573,3,2,14,0,14,1
GREEN - TOWN OF CLARNO WARDS 1-2,31.17447111147128,1133,26,1068,5,3,13,0,15,3,908,19,868,2,2,9,0,6,2
GREEN - TOWN OF DECATUR WARDS 1-4,50.23907212311304,1696,18,1618,15,6,16,0,20,3,1337,10,1287,7,4,13,0,16,0
GREEN - TOWN OF EXETER WARDS 1-3,61.510221746375024,2156,50,1994,22,34,23,0,30,3,1607,29,1519,9,15,13,0,20,2
GREEN - TOWN OF JEFFERSON WARDS 1-2,30.250230292633766,1170,15,1118,2,4,18,0,12,1,892,10,863,1,0,10,0,7,1
GREEN - TOWN OF JORDAN WARDS 1-2,16.722431012427894,602,22,560,7,1,3,0,5,4,462,18,436,2,0,2,0,4,0
GREEN - TOWN OF MONROE WARDS 1-2,38.48867687192695,1247,23,1176,14,8,7,0,16,3,977,7,941,6,8,3,0,10,2
GREEN - TOWN OF MOUNT PLEASANT WARDS 1-3,18.136617341297153,619,8,584,6,4,5,1,8,3,514,8,485,5,4,3,1,6,2
GREEN - TOWN OF NEW GLARUS WARDS 1-2,40.93351725364638,1393,18,1324,8,9,23,0,10,1,1068,10,1020,2,7,21,0,7,1
GREEN - TOWN OF SPRING GROVE WARD 1,23.26581632260099,919,50,821,3,8,21,0,13,3,731,22,674,1,6,16,0,9,3
GREEN - TOWN OF SYLVESTER WARDS 1-2,27.928967073472943,982,16,942,4,9,5,0,5,1,773,12,747,1,7,3,0,3,0
GREEN - TOWN OF WASHINGTON WARD 1,23.436001550450055,842,20,809,3,5,1,1,3,0,659,18,631,1,5,1,1,2,0
GREEN - TOWN OF YORK WARDS 1-2,26.845530671125506,969,17,913,14,5,5,1,14,0,741,13,700,7,4,5,1,11,0
GREEN - VILLAGE OF ALBANY WARDS 1-2,880.6866095449575,1096,22,1015,15,6,14,0,23,1,834,11,777,4,6,12,0,23,1
GREEN - VILLAGE OF BELLEVILLE WARD 3,3909.5748276964896,582,14,529,19,7,8,0,4,1,415,7,384,11,4,4,0,4,1
GREEN - VILLAGE OF BROOKLYN WARD 2,883.448366881492,498,30,429,18,11,5,0,4,1,362,17,322,6,7,5,0,4,1
GREEN - VILLAGE OF BROWNTOWN WARD 1,235.80942338874385,245,5,226,0,7,0,0,7,0,197,3,189,0,2,0,0,3,0
GREEN - VILLAGE OF MONTICELLO WARDS 1-2,998.644705937988,1192,48,1075,12,9,34,0,12,2,945,29,866,7,5,24,0,12,2
GREEN - VILLAGE OF NEW GLARUS WARDS 1-4,1232.2538540277685,2266,65,2102,29,21,27,0,17,5,1703,44,1601,7,17,23,0,9,2
GREEN LAKE - CITY OF BERLIN WARDS 1-6,1007.0346509886843,5484,599,4559,70,60,112,0,51,33,4138,338,3598,36,38,67,0,47,14
GREEN LAKE - CITY OF GREEN LAKE WARDS 1-6,506.27044513095086,952,31,891,7,10,5,0,8,0,808,21,765,4,8,5,0,5,0
GREEN LAKE - CITY OF MARKESAN WARDS 1-3,588.1664199876028,1377,88,1217,19,11,17,0,22,3,1060,63,955,10,5,9,0,17,1
GREEN LAKE - CITY OF PRINCETON WARDS 1-4,799.905339698138,1267,33,1168,14,6,30,0,16,0,1028,21,959,8,6,23,0,11,0
GREEN LAKE - TOWN OF BERLIN WARDS 1-3,36.09918756545261,1068,37,991,2,18,16,0,3,1,864,19,813,1,14,13,0,3,1
GREEN LAKE - TOWN OF BROOKLYN WARDS 1-3,50.566158536627526,1749,34,1647,7,13,17,0,29,2,1504,22,1434,5,8,16,0,17,2
GREEN LAKE - TOWN OF GREEN LAKE WARDS 1-2,24.12265101369764,1138,26,1083,5,4,6,0,12,2,971,20,930,5,0,6,0,8,2
GREEN LAKE - TOWN OF KINGSTON WARDS 1-2,37.4880643849526,1079,23,1024,5,5,6,0,13,3,700,16,663,1,2,6,0,11,1
GREEN LAKE - TOWN OF MACKFORD WARD 1,14.773003859224062,495,19,471,0,0,1,0,2,2,392,16,372,0,0,0,0,2,2
GREEN LAKE - TOWN OF MANCHESTER WARD 1,30.35879054814255,1057,24,1027,2,1,0,0,3,0,715,17,695,2,0,0,0,1,0
GREEN LAKE - TOWN OF MARQUETTE WARD 1,17.173377699874056,523,10,497,7,1,1,0,4,3,426,6,408,5,1,1,0,4,1
GREEN LAKE - TOWN OF PRINCETON WARDS 1-4,43.55801162258636,1519,33,1440,19,6,6,0,11,4,1281,18,1232,12,4,6,0,7,2
GREEN LAKE - TOWN OF SENECA WARD 1,11.963194622937992,387,7,373,2,0,3,0,1,1,333,1,327,1,0,3,0,1,0
GREEN LAKE - TOWN OF ST. MARIE WARDS 1-2,10.806336258753475,357,2,338,3,0,9,0,5,0,312,0,304,0,0,5,0,3,0
GREEN LAKE - VILLAGE OF KINGSTON WARD 1,209.63505774763752,281,7,266,1,0,4,0,3,0,229,7,215,0,0,4,0,3,0
GREEN LAKE - VILLAGE OF MARQUETTE WARD 1,470.16489085459153,172,1,165,4,0,1,0,0,1,148,1,143,2,0,1,0,0,1
IOWA - CITY OF DODGEVILLE WARDS 1-10,1228.767346173055,4984,103,4544,82,120,58,3,59,15,3841,66,3568,38,77,44,0,44,4
IOWA - CITY OF MINERAL POINT WARDS 1-8,821.1051083001684,2555,46,2422,17,22,25,4,14,5,2006,31,1925,11,11,16,1,9,2
IOWA - TOWN OF ARENA WARDS 1-3,19.241921653137467,1498,25,1408,5,16,20,0,22,2,1211,19,1155,2,8,17,0,8,2
IOWA - TOWN OF BRIGHAM WARDS 1-2,16.374859140574276,1037,17,977,5,10,10,1,17,0,823,15,780,1,5,9,1,12,0
IOWA - TOWN OF CLYDE WARD 1,8.583952783067234,292,10,268,2,3,3,0,5,1,242,5,227,0,2,3,0,4,1
IOWA - TOWN OF DODGEVILLE WARDS 1-3,17.779117234081706,1586,20,1496,15,21,15,0,14,5,1274,17,1200,8,19,15,0,11,4
IOWA - TOWN OF EDEN WARD 1,9.70620871734046,339,27,305,1,0,3,1,2,0,284,18,260,0,0,3,1,2,0
IOWA - TOWN OF HIGHLAND WARDS 1-4,11.21416486937516,724,16,692,0,0,7,0,6,3,564,9,547,0,0,1,0,5,2
IOWA - TOWN OF LINDEN WARDS 1-2,12.44868024244226,755,17,722,5,3,3,1,4,0,598,9,581,2,1,3,0,2,0
IOWA - TOWN OF MIFFLIN WARD 1,11.041916259726758,558,13,531,2,0,6,1,5,0,417,7,398,2,0,5,0,5,0
IOWA - TOWN OF MINERAL POINT WARDS 1-3,16.98699707261519,1000,12,965,3,3,9,0,5,3,757,10,730,3,0,9,0,2,3
IOWA - TOWN OF MOSCOW WARD 1,14.17005077021641,582,7,564,0,0,3,0,7,1,459,2,450,0,0,0,0,7,0
IOWA - TOWN OF PULASKI WARD 1,8.267191262227634,357,6,330,1,6,9,0,5,0,279,2,266,0,4,5,0,2,0
IOWA - TOWN OF RIDGEWAY WARDS 1-2,13.189187541947478,563,2,541,6,5,5,0,3,1,453,1,436,3,5,5,0,3,0
IOWA - TOWN OF WALDWICK WARDS 1-3,11.001446642318012,460,2,434,3,3,7,10,1,0,367,2,348,1,3,3,9,1,0
IOWA - TOWN OF WYOMING WARD 1,7.988263108579819,317,6,304,1,0,1,0,5,0,280,6,272,0,0,0,0,2,0
IOWA - VILLAGE OF ARENA WARD 1,718.8733270733424,832,17,773,13,2,11,1,15,0,623,14,583,5,1,10,0,10,0
IOWA - VILLAGE OF AVOCA WARD 1,247.50749353929876,553,6,517,8,2,10,0,7,3,438,4,418,1,2,8,0,2,3
IOWA - VILLAGE OF BARNEVELD WARDS 1-2,640.1290012588859,1331,20,1271,11,4,23,0,2,0,949,12,912,6,3,14,0,2,0
IOWA - VILLAGE OF BLANCHARDVILLE WARDS 2-3,1290.8887078096338,194,2,187,0,0,5,0,0,0,142,1,137,0,0,4,0,0,0
IOWA - VILLAGE OF COBB WARD 1,468.6591368885069,480,16,454,2,3,1,0,4,0,366,8,349,1,3,1,0,4,0
IOWA - VILLAGE OF HIGHLAND WARD 1,775.7235882959905,874,15,803,16,3,23,4,8,2,645,9,603,10,0,17,0,5,1
IOWA - VILLAGE OF HOLLANDALE WARD 1,430.4195059582567,306,3,298,0,0,1,0,3,1,222,3,214,0,0,1,0,3,1
IOWA - VILLAGE OF LINDEN WARD 1,645.5611608340067,504,4,470,11,3,6,1,9,0,397,3,370,9,3,6,0,6,0
IOWA - VILLAGE OF LIVINGSTON WARD 2,56.935897272007274,12,2,10,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0
IOWA - VILLAGE OF MONTFORT WARD 2,2007.9859345899044,72,0,69,0,1,2,0,0,0,56,0,53,0,1,2,0,0,0
IOWA - VILLAGE OF MUSCODA WARD 3,125.15871638374352,62,7,52,0,1,1,0,0,1,48,7,38,0,1,1,0,0,1
IOWA - VILLAGE OF REWEY WARD 1,509.1013290439072,258,3,245,2,0,7,0,1,0,192,2,180,2,0,7,0,1,0
IOWA - VILLAGE OF RIDGEWAY WARD 1,487.3807688777237,624,31,551,17,5,5,0,15,0,501,18,451,10,3,5,0,14,0
IRON - CITY OF HURLEY WARD 1,575.4481253334146,429,0,405,1,3,13,2,5,0,349,0,330,1,2,11,2,3,0
IRON - CITY OF HURLEY WARD 2,2435.754404270729,424,7,392,2,3,10,0,8,2,330,1,312,1,3,7,0,6,0
IRON - CITY OF HURLEY WARD 3,1115.8156139153307,328,3,321,2,0,0,0,2,0,312,3,309,0,0,0,0,0,0
IRON - CITY OF HURLEY WARD 4,200.5796873151457,405,2,382,0,0,17,1,3,0,331,1,310,0,0,16,1,3,0
IRON - CITY OF MONTREAL WARDS 1-2,361.6367721680965,801,18,748,2,3,23,0,7,0,649,9,608,2,3,23,0,4,0
IRON - TOWN OF ANDERSON WARD 1,0.6515063476285206,54,1,53,0,0,0,0,0,0,48,1,47,0,0,0,0,0,0
IRON - TOWN OF CAREY WARD 1,4.150982361341371,172,1,157,2,1,11,0,0,0,133,0,127,2,1,3,0,0,0
IRON - TOWN OF GURNEY WARD 1,3.95401620235318,145,4,135,0,0,2,0,3,1,116,0,111,0,0,2,0,3,0
IRON - TOWN OF KIMBALL WARD 1,12.558480755799843,462,1,434,3,1,15,0,8,0,383,0,368,0,0,11,0,4,0
IRON - TOWN OF KNIGHT WARD 1,2.2670121499695166,212,5,200,0,0,5,0,1,1,170,2,164,0,0,3,0,1,0
IRON - TOWN OF MERCER WARDS 1-4,9.827266007416677,1649,18,1577,5,4,19,1,24,1,1469,14,1409,2,4,17,1,22,0
IRON - TOWN OF OMA WARD 1,4.304006822643058,320,5,296,4,0,4,0,8,3,293,4,275,2,0,4,0,8,0
IRON - TOWN OF PENCE WARD 1,4.950183767785955,160,0,156,0,0,1,0,3,0,145,0,142,0,0,1,0,2,0
IRON - TOWN OF SAXON WARD 1,4.399041668563871,290,2,278,1,0,7,0,1,1,262,2,252,1,0,7,0,0,0
IRON - TOWN OF SHERMAN WARD 1,2.4298198441444225,286,5,275,1,0,2,0,3,0,265,3,259,0,0,2,0,1,0
JACKSON - CITY OF BLACK RIVER FALLS WARD 1,1188.5145845664058,992,27,841,28,2,73,0,20,1,764,18,679,16,2,34,0,14,1
JACKSON - CITY OF BLACK RIVER FALLS WARD 2,1670.0027977567463,999,47,861,10,14,54,0,7,6,782,24,701,3,6,42,0,4,2
JACKSON - CITY OF BLACK RIVER FALLS WARD 3,384.21487395892984,632,17,505,14,3,79,0,11,3,507,11,424,6,1,55,0,10,0
JACKSON - CITY OF BLACK RIVER FALLS WARD 4,876.8358873848548,893,14,793,1,4,77,0,0,4,715,10,654,1,2,47,0,0,1
JACKSON - TOWN OF ADAMS WARDS 1-3,39.15226118555416,1396,13,1275,15,10,68,0,11,4,1158,5,1083,6,8,46,0,8,2
JACKSON - TOWN OF ALBION WARDS 1-4,26.362035012814214,1197,30,1114,2,6,25,0,18,2,946,19,889,0,3,22,0,13,0
"JACKSON - TOWN OF ALMA WARDS 1,4-5",13.208706627724006,410,69,309,7,4,20,0,0,1,297,45,239,3,1,8,0,0,1
JACKSON - TOWN OF ALMA WARDS 2-3,23.2452595888266,623,37,569,3,1,4,0,7,2,472,21,440,1,1,2,0,7,0
JACKSON - TOWN OF BEAR BLUFF WARD 1,2.989330479473547,155,2,145,1,0,6,0,1,0,116,1,109,0,0,6,0,0,0
JACKSON - TOWN OF BROCKWAY WARDS 1-6,65.55521985399079,3035,146,1811,355,31,663,0,21,8,2524,123,1563,340,28,449,0,17,4
JACKSON - TOWN OF CITY POINT WARD 1,2.0079388675593752,177,5,161,2,0,6,0,3,0,153,3,145,2,0,2,0,1,0
JACKSON - TOWN OF CLEVELAND WARD 1,14.782334528675031,530,15,504,0,0,6,0,4,1,371,11,351,0,0,6,0,2,1
JACKSON - TOWN OF CURRAN WARD 1,8.323481797930137,301,5,290,0,0,4,0,2,0,238,5,228,0,0,3,0,2,0
JACKSON - TOWN OF FRANKLIN WARD 1,14.19576981850985,519,1,509,2,3,4,0,0,0,348,0,343,0,2,3,0,0,0
JACKSON - TOWN OF GARDEN VALLEY WARD 1,10.946548149041895,395,21,360,2,4,2,0,6,0,315,9,295,2,3,2,0,4,0
JACKSON - TOWN OF GARFIELD WARDS 1-2,21.01450505679548,756,9,706,1,4,18,0,18,0,587,4,550,1,4,14,0,14,0
JACKSON - TOWN OF HIXTON WARDS 1-2,17.771608179025282,620,20,574,1,5,9,0,11,0,485,9,457,0,4,5,0,10,0
JACKSON - TOWN OF IRVING WARDS 1-3,19.2847278645802,853,9,814,2,5,13,0,8,2,585,4,561,1,2,11,0,6,0
JACKSON - TOWN OF KNAPP WARD 1,4.458876133595388,303,2,297,0,1,3,0,0,0,245,1,240,0,1,3,0,0,0
JACKSON - TOWN OF KOMENSKY WARD 1,8.612550832543345,505,20,159,20,4,297,0,0,5,370,18,145,20,4,180,0,0,3
JACKSON - TOWN OF MANCHESTER WARD 1,12.955358254742595,825,12,744,5,2,52,0,10,0,662,5,606,5,1,35,0,10,0
JACKSON - TOWN OF MELROSE WARD 1,19.268369652783782,517,11,492,2,4,3,0,3,2,384,8,365,0,4,2,0,3,2
JACKSON - TOWN OF MILLSTON WARDS 1-2,2.379046318513642,168,3,150,4,1,10,0,0,0,145,3,132,4,0,6,0,0,0
JACKSON - TOWN OF NORTH BEND WARD 1,17.81649832614758,491,10,452,7,4,9,2,6,1,396,7,366,5,4,6,2,5,1
JACKSON - TOWN OF NORTHFIELD WARD 1,18.778770840956717,674,12,640,1,1,12,0,7,1,512,5,496,1,0,4,0,6,0
JACKSON - TOWN OF SPRINGFIELD WARDS 1-2,19.06255336919144,693,7,669,2,2,8,0,5,0,441,3,427,0,0,8,0,3,0
JACKSON - VILLAGE OF ALMA CENTER WARD 1,486.6172511120825,487,36,425,5,2,12,0,7,0,360,23,321,1,0,8,0,7,0
JACKSON - VILLAGE OF HIXTON WARD 1,401.2397733510372,456,8,413,7,2,20,0,6,0,366,7,338,1,2,14,0,4,0
JACKSON - VILLAGE OF MELROSE WARD 1,623.1928521861942,497,16,455,5,0,5,0,16,0,368,5,346,0,0,4,0,13,0
JACKSON - VILLAGE OF MERRILLAN WARD 1,565.677247514244,475,33,377,12,3,40,0,9,1,367,23,304,4,3,29,0,3,1
JACKSON - VILLAGE OF MERRILLAN WARD 2,211.03107558663172,87,4,80,0,0,1,0,1,1,65,2,62,0,0,0,0,0,1
JACKSON - VILLAGE OF TAYLOR WARD 1,667.1707995478286,484,17,445,3,3,11,0,5,0,372,14,346,0,2,6,0,4,0
JEFFERSON - CITY OF FORT ATKINSON WARDS 1-13,2125.5301332856247,12466,1334,10392,207,167,159,4,187,16,9680,802,8365,114,120,130,0,138,11
JEFFERSON - CITY OF JEFFERSON WARDS 1-10,1334.2913617014276,7794,895,6395,127,62,105,1,199,10,6087,543,5157,90,37,70,1,186,3
JEFFERSON - CITY OF LAKE MILLS WARDS 1-8,1503.8481937174404,6246,373,5575,73,76,70,2,57,20,4718,219,4310,31,44,55,2,45,12
JEFFERSON - CITY OF WATERLOO WARDS 1-5,916.5427662617222,3492,609,2702,82,45,33,0,19,2,2681,363,2201,53,28,23,0,11,2
JEFFERSON - CITY OF WATERTOWN WARDS 11-13,3285.1285625182227,2578,398,1985,76,40,45,0,30,4,1946,225,1586,46,27,37,0,21,4
JEFFERSON - CITY OF WATERTOWN WARDS 14-15,7028.892006718428,2347,296,1927,51,27,30,0,10,6,1603,165,1365,26,10,23,0,8,6
JEFFERSON - CITY OF WATERTOWN WARDS 16-17,2735.937109427559,2783,236,2284,135,30,53,2,37,6,1979,111,1745,43,26,31,1,17,5
JEFFERSON - CITY OF WATERTOWN WARDS 18-19,917.5862158998116,2427,188,2120,29,34,24,1,20,11,1914,113,1732,10,21,23,0,14,1
JEFFERSON - CITY OF WATERTOWN WARDS 20-22,1327.2025011033093,2740,232,2387,24,31,21,1,37,7,2172,138,1941,14,22,16,1,34,6
JEFFERSON - CITY OF WATERTOWN WARDS 9-10,1668.216949220809,1837,231,1527,32,12,16,2,17,0,1359,134,1170,23,12,10,0,10,0
JEFFERSON - CITY OF WHITEWATER WARDS 11-13,1112.0665548893685,3170,653,2147,194,118,25,9,19,5,2835,490,2039,147,108,23,9,14,5
"JEFFERSON - TOWN OF AZTALAN WARDS 1,3",49.48259970925715,851,46,763,7,5,22,2,6,0,673,19,627,5,4,14,1,3,0
"JEFFERSON - TOWN OF AZTALAN WARDS 2,4",76.33371093083058,530,34,474,6,3,10,0,3,0,440,19,408,3,3,4,0,3,0
JEFFERSON - TOWN OF COLD SPRING WARD 1,32.89269868124407,735,41,652,5,8,17,0,11,1,583,23,535,4,2,11,0,8,0
JEFFERSON - TOWN OF CONCORD WARDS 1-2,55.46118947117446,1981,39,1862,7,22,36,2,13,0,1630,24,1547,2,11,32,2,12,0
JEFFERSON - TOWN OF FARMINGTON WARDS 1-3,40.119251419757695,1407,33,1331,13,5,6,2,16,1,1143,20,1097,8,1,5,2,10,0
JEFFERSON - TOWN OF HEBRON WARDS 1-2,36.42048450813554,1043,57,954,2,14,6,0,8,2,858,40,791,2,10,6,0,8,1
JEFFERSON - TOWN OF IXONIA WARDS 1-6,143.4564931909429,5120,143,4782,41,51,50,2,48,3,3761,79,3556,19,31,38,2,36,0
JEFFERSON - TOWN OF JEFFERSON WARDS 1-2,55.77034071890522,1351,46,1240,8,15,6,3,30,3,1136,31,1051,2,14,6,2,29,1
JEFFERSON - TOWN OF JEFFERSON WARDS 3-4,39.1762371597909,716,47,653,5,3,3,0,3,2,586,27,552,2,0,0,0,3,2
JEFFERSON - TOWN OF KOSHKONONG WARDS 1-6,93.85987337700269,3876,123,3591,32,31,48,3,42,6,3057,64,2885,17,15,46,0,25,5
JEFFERSON - TOWN OF LAKE MILLS WARDS 1-3,71.2613196367297,2161,77,2027,10,20,15,0,6,6,1686,50,1599,7,12,13,0,1,4
JEFFERSON - TOWN OF MILFORD WARDS 1-2,32.68021096862938,1106,45,1006,9,15,19,1,11,0,877,30,813,4,7,14,1,8,0
JEFFERSON - TOWN OF OAKLAND WARDS 1-4,92.79944248288574,3224,80,3015,25,28,30,0,40,6,2672,68,2518,16,19,19,0,27,5
JEFFERSON - TOWN OF PALMYRA WARDS 1-2,35.78955519892547,1202,75,1100,3,0,11,0,11,2,960,53,895,2,0,2,0,8,0
JEFFERSON - TOWN OF SULLIVAN WARDS 1-4,66.05327186297788,2295,88,2119,14,13,28,1,28,4,1860,62,1740,1,11,18,1,26,1
JEFFERSON - TOWN OF SUMNER WARD 1,52.152434520552106,846,12,801,6,7,5,0,14,1,710,11,677,3,2,5,0,12,0
JEFFERSON - TOWN OF WATERLOO WARD 1,26.8799487194953,867,12,821,3,11,2,2,13,3,697,8,666,2,4,1,2,12,2
JEFFERSON - TOWN OF WATERTOWN WARDS 1-2,50.657778031986886,1895,86,1740,17,21,8,1,19,3,1557,54,1460,7,12,6,1,16,1
JEFFERSON - VILLAGE OF CAMBRIDGE WARD 1,733.7035894102572,106,6,92,3,1,4,0,0,0,83,3,76,3,0,1,0,0,0
JEFFERSON - VILLAGE OF JOHNSON CREEK WARDS 1-4,1095.613034927933,3318,371,2724,54,68,43,0,54,4,2483,224,2107,30,52,33,0,34,3
JEFFERSON - VILLAGE OF LAC LA BELLE WARD 2,6.774223101010323,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JEFFERSON - VILLAGE OF PALMYRA WARDS 1-2,754.7758858707354,1737,150,1525,13,4,34,1,7,3,1389,105,1248,6,3,19,1,5,2
JEFFERSON - VILLAGE OF SULLIVAN WARDS 1-2,573.0756863065486,651,12,611,6,5,8,1,8,0,534,6,507,5,4,4,1,7,0
JUNEAU - CITY OF ELROY WARD 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNEAU - CITY OF ELROY WARDS 1-6,692.2534330697246,1356,40,1264,11,3,29,0,7,2,1050,24,988,5,2,22,0,7,2
JUNEAU - CITY OF MAUSTON WARDS 1-7,1003.6333447676568,4368,159,3859,142,43,99,3,56,7,3443,105,3079,111,30,76,3,34,5
JUNEAU - CITY OF NEW LISBON WARDS 1-7,617.2213196541329,1731,42,1513,80,18,32,1,43,2,1361,23,1203,67,18,21,1,28,0
JUNEAU - CITY OF WISCONSIN DELLS WARD 7,9.15714627598408,4,0,2,0,0,1,0,1,0,4,0,2,0,0,1,0,1,0
